file,name,id,page,row,col,needs_name
coffee-cup.svg,coffee-cup,SCAN0030_r02_c04,SCAN0030,2,4,0
coffee-beans.svg,coffee-beans,SCAN0030_r02_c05,SCAN0030,2,5,0
espresso-cup.svg,espresso-cup,SCAN0030_r03_c01,SCAN0030,3,1,0
beer-glass.svg,beer-glass,SCAN0030_r03_c02,SCAN0030,3,2,0
beer-mug.svg,beer-mug,SCAN0030_r03_c03,SCAN0030,3,3,0
orange-with-leaf.svg,orange-with-leaf,SCAN0030_r03_c04,SCAN0030,3,4,0
apple-2.svg,apple,SCAN0030_r03_c05,SCAN0030,3,5,0
tomato.svg,tomato,SCAN0030_r04_c01,SCAN0030,4,1,0
plum.svg,plum,SCAN0030_r04_c02,SCAN0030,4,2,0
lemon-2.svg,lemon,SCAN0030_r04_c03,SCAN0030,4,3,0
bananas.svg,bananas,SCAN0030_r04_c04,SCAN0030,4,4,0
cocoa-pod.svg,cocoa-pod,SCAN0030_r04_c05,SCAN0030,4,5,0
grapes-2.svg,grapes,SCAN0030_r05_c01,SCAN0030,5,1,0
wine-bottle.svg,wine-bottle,SCAN0030_r05_c02,SCAN0030,5,2,0
canned-fruit.svg,canned-fruit,SCAN0030_r05_c03,SCAN0030,5,3,0
corn.svg,corn,SCAN0030_r05_c04,SCAN0030,5,4,0
fish-can.svg,fish-can,SCAN0030_r05_c05,SCAN0030,5,5,0
tin-can.svg,tin-can,SCAN0030_r06_c01,SCAN0030,6,1,0
carton.svg,carton,SCAN0030_r06_c02,SCAN0030,6,2,0
bottle-crate.svg,bottle-crate,SCAN0030_r06_c03,SCAN0030,6,3,0
cigars.svg,cigars,SCAN0030_r06_c04,SCAN0030,6,4,0
package.svg,package,SCAN0030_r06_c05,SCAN0030,6,5,0
smoking-pipe.svg,smoking-pipe,SCAN0031_r01_c01,SCAN0031,1,1,0
tobacco-pouch.svg,tobacco-pouch,SCAN0031_r01_c02,SCAN0031,1,2,0
cigarette-row.svg,cigarette-row,SCAN0031_r01_c03,SCAN0031,1,3,0
cigarette-pack.svg,cigarette-pack,SCAN0031_r01_c04,SCAN0031,1,4,0
cigarette-carton.svg,cigarette-carton,SCAN0031_r01_c05,SCAN0031,1,5,0
cigarettes-box.svg,cigarettes-box,SCAN0031_r02_c01,SCAN0031,2,1,0
tobacco-leaf.svg,tobacco-leaf,SCAN0031_r02_c02,SCAN0031,2,2,0
tobacco-leaf-2.svg,tobacco-leaf-2,SCAN0031_r02_c03,SCAN0031,2,3,0
burglar-sneaking.svg,burglar-sneaking,SCAN0031_r03_c02,SCAN0031,3,2,0
mugging.svg,mugging,SCAN0031_r03_c03,SCAN0031,3,3,0
burglar-climbing.svg,burglar-climbing,SCAN0031_r03_c04,SCAN0031,3,4,0
burglar-at-window.svg,burglar-at-window,SCAN0031_r03_c05,SCAN0031,3,5,0
assault.svg,assault,SCAN0031_r04_c01,SCAN0031,4,1,0
robbery.svg,robbery,SCAN0031_r04_c02,SCAN0031,4,2,0
mugging-2.svg,mugging-2,SCAN0031_r04_c03,SCAN0031,4,3,0
holdup.svg,holdup,SCAN0031_r04_c04,SCAN0031,4,4,0
attack-on-victim.svg,attack-on-victim,SCAN0031_r04_c05,SCAN0031,4,5,0
man-with-gun.svg,man-with-gun,SCAN0031_r05_c01,SCAN0031,5,1,0
policeman-2.svg,policeman,SCAN0031_r05_c02,SCAN0031,5,2,0
policeman-2-2.svg,policeman-2,SCAN0031_r05_c03,SCAN0031,5,3,0
fingerprint.svg,fingerprint,SCAN0031_r05_c04,SCAN0031,5,4,0
pistol.svg,pistol,SCAN0031_r05_c05,SCAN0031,5,5,0
revolver.svg,revolver,SCAN0031_r06_c01,SCAN0031,6,1,0
policeman-with-child.svg,policeman-with-child,SCAN0031_r06_c02,SCAN0031,6,2,0
policeman-with-person.svg,policeman-with-person,SCAN0031_r06_c03,SCAN0031,6,3,0
policeman-and-man.svg,policeman-and-man,SCAN0031_r06_c04,SCAN0031,6,4,0
policeman-civilian.svg,policeman-civilian,SCAN0031_r06_c05,SCAN0031,6,5,0
prisoner-behind-bars.svg,prisoner-behind-bars,SCAN0032_r01_c01,SCAN0032,1,1,0
prisoner-bent-over.svg,prisoner-bent-over,SCAN0032_r01_c02,SCAN0032,1,2,1
prisoner-arms-raised.svg,prisoner-arms-raised,SCAN0032_r01_c03,SCAN0032,1,3,0
prisoner-on-ladder.svg,prisoner-on-ladder,SCAN0032_r01_c04,SCAN0032,1,4,0
hourglass.svg,hourglass,SCAN0032_r02_c01,SCAN0032,2,1,0
clock.svg,clock,SCAN0032_r02_c02,SCAN0032,2,2,0
clock-solid.svg,clock-solid,SCAN0032_r02_c03,SCAN0032,2,3,0
pocket-watch.svg,pocket-watch,SCAN0032_r02_c04,SCAN0032,2,4,1
diamond.svg,diamond,SCAN0032_r03_c01,SCAN0032,3,1,0
balance-scales.svg,balance-scales,SCAN0032_r03_c02,SCAN0032,3,2,0
hatpins.svg,hatpins,SCAN0032_r03_c03,SCAN0032,3,3,1
microscope.svg,microscope,SCAN0032_r03_c04,SCAN0032,3,4,0
inkwell-with-quill.svg,inkwell-with-quill,SCAN0032_r03_c05,SCAN0032,3,5,0
etcetera-symbol.svg,etcetera-symbol,SCAN0032_r04_c01,SCAN0032,4,1,0
cherries-3.svg,cherries,SCAN0032_r04_c02,SCAN0032,4,2,1
dollar-coin.svg,dollar-coin,SCAN0032_r05_c01,SCAN0032,5,1,0
dollar-sign-coin.svg,dollar-sign-coin,SCAN0032_r05_c02,SCAN0032,5,2,0
dollar-sign-coin-2.svg,dollar-sign-coin,SCAN0032_r05_c03,SCAN0032,5,3,0
ten-coin.svg,ten-coin,SCAN0032_r05_c04,SCAN0032,5,4,0
ten-coin-outline.svg,ten-coin-outline,SCAN0032_r06_c01,SCAN0032,6,1,0
percent-coin.svg,percent-coin,SCAN0032_r06_c02,SCAN0032,6,2,0
percent-circle.svg,percent-circle,SCAN0032_r06_c03,SCAN0032,6,3,0
coin-stack.svg,coin-stack,SCAN0032_r06_c04,SCAN0032,6,4,0
banknote.svg,banknote,SCAN0032_r06_c05,SCAN0032,6,5,0
dollar-bill.svg,dollar-bill,SCAN0033_r01_c01,SCAN0033,1,1,0
dollar-bill-curled.svg,dollar-bill-curled,SCAN0033_r01_c02,SCAN0033,1,2,0
dollar-bill-face.svg,dollar-bill-face,SCAN0033_r01_c03,SCAN0033,1,3,0
dollar-bill-face-2.svg,dollar-bill-face-2,SCAN0033_r01_c04,SCAN0033,1,4,0
bill-stack.svg,bill-stack,SCAN0033_r01_c05,SCAN0033,1,5,0
bill-bundle.svg,bill-bundle,SCAN0033_r02_c01,SCAN0033,2,1,0
folded-bills.svg,folded-bills,SCAN0033_r02_c02,SCAN0033,2,2,0
hand-with-money-bag.svg,hand-with-money-bag,SCAN0033_r02_c03,SCAN0033,2,3,0
safe-strongbox.svg,safe-strongbox,SCAN0033_r02_c04,SCAN0033,2,4,0
money-bag-outline.svg,money-bag-outline,SCAN0033_r02_c05,SCAN0033,2,5,0
money-bag-filled.svg,money-bag-filled,SCAN0033_r03_c01,SCAN0033,3,1,0
money-bag-dollar.svg,money-bag-dollar,SCAN0033_r03_c02,SCAN0033,3,2,0
check-in-slot.svg,check-in-slot,SCAN0033_r03_c03,SCAN0033,3,3,1
document-stack.svg,document-stack,SCAN0033_r03_c04,SCAN0033,3,4,0
passport-booklet.svg,passport-booklet,SCAN0033_r03_c05,SCAN0033,3,5,1
person-with-ledger.svg,person-with-ledger,SCAN0033_r04_c01,SCAN0033,4,1,0
clerk-at-lectern.svg,clerk-at-lectern,SCAN0033_r04_c02,SCAN0033,4,2,1
certificate-stack.svg,certificate-stack,SCAN0033_r04_c03,SCAN0033,4,3,0
hand-with-papers.svg,hand-with-papers,SCAN0033_r04_c04,SCAN0033,4,4,0
seal-corner.svg,seal-corner,SCAN0033_r04_c05,SCAN0033,4,5,1
set-square.svg,set-square,SCAN0033_r05_c01,SCAN0033,5,1,0
framed-certificate-2.svg,framed-certificate,SCAN0033_r05_c02,SCAN0033,5,2,0
hand-presenting.svg,hand-presenting,SCAN0033_r05_c03,SCAN0033,5,3,0
ballot-box-coins.svg,ballot-box-coins,SCAN0033_r05_c04,SCAN0033,5,4,1
ornate-certificate.svg,ornate-certificate,SCAN0033_r05_c05,SCAN0033,5,5,0
shield-stars-stripes.svg,shield-stars-stripes,SCAN0033_r06_c01,SCAN0033,6,1,0
hand-in-circle.svg,hand-in-circle,SCAN0033_r06_c02,SCAN0033,6,2,0
gavel.svg,gavel,SCAN0033_r06_c03,SCAN0033,6,3,0
ballot-with-x.svg,ballot-with-x,SCAN0033_r06_c04,SCAN0033,6,4,1
cow-head.svg,cow-head,SCAN0044_r01_c01,SCAN0044,1,1,0
cow-head-2.svg,cow-head-2,SCAN0044_r01_c02,SCAN0044,1,2,0
cow.svg,cow,SCAN0044_r01_c03,SCAN0044,1,3,0
bull-head.svg,bull-head,SCAN0044_r01_c04,SCAN0044,1,4,0
pig.svg,pig,SCAN0044_r02_c01,SCAN0044,2,1,0
pig-2.svg,pig-2,SCAN0044_r02_c02,SCAN0044,2,2,0
pig-head.svg,pig-head,SCAN0044_r02_c03,SCAN0044,2,3,0
horse.svg,horse,SCAN0044_r02_c04,SCAN0044,2,4,0
mare-and-foal.svg,mare-and-foal,SCAN0044_r02_c05,SCAN0044,2,5,1
horse-head.svg,horse-head,SCAN0044_r03_c01,SCAN0044,3,1,0
turkey.svg,turkey,SCAN0044_r03_c02,SCAN0044,3,2,0
sheep.svg,sheep,SCAN0044_r03_c03,SCAN0044,3,3,0
sheep-2.svg,sheep-2,SCAN0044_r03_c04,SCAN0044,3,4,0
ram-head.svg,ram-head,SCAN0044_r03_c05,SCAN0044,3,5,0
rooster.svg,rooster,SCAN0044_r04_c01,SCAN0044,4,1,0
cat.svg,cat,SCAN0044_r04_c02,SCAN0044,4,2,0
donkey.svg,donkey,SCAN0044_r04_c03,SCAN0044,4,3,0
goat.svg,goat,SCAN0044_r04_c04,SCAN0044,4,4,0
ox-head.svg,ox-head,SCAN0044_r04_c05,SCAN0044,4,5,0
dog.svg,dog,SCAN0044_r05_c01,SCAN0044,5,1,0
skunk.svg,skunk,SCAN0044_r05_c02,SCAN0044,5,2,0
cat-sitting.svg,cat-sitting,SCAN0044_r05_c03,SCAN0044,5,3,0
squirrel.svg,squirrel,SCAN0044_r05_c04,SCAN0044,5,4,0
beaver.svg,beaver,SCAN0044_r05_c05,SCAN0044,5,5,0
squirrel-2.svg,squirrel-2,SCAN0044_r06_c01,SCAN0044,6,1,0
mouse.svg,mouse,SCAN0044_r06_c02,SCAN0044,6,2,1
rabbit.svg,rabbit,SCAN0044_r06_c03,SCAN0044,6,3,0
seahorse.svg,seahorse,SCAN0044_r06_c04,SCAN0044,6,4,0
fish-emblem.svg,fish-emblem,SCAN0044_r06_c05,SCAN0044,6,5,0
hand-plane.svg,hand-plane,SCAN0039_r01_c01,SCAN0039,1,1,0
paintbrush.svg,paintbrush,SCAN0039_r01_c02,SCAN0039,1,2,0
paint-roller.svg,paint-roller,SCAN0039_r01_c03,SCAN0039,1,3,0
shovel-and-hammer.svg,shovel-and-hammer,SCAN0039_r01_c04,SCAN0039,1,4,1
hand-tools.svg,hand-tools,SCAN0039_r01_c05,SCAN0039,1,5,1
milk-carton-angled.svg,milk-carton-angled,SCAN0039_r02_c01,SCAN0039,2,1,1
wooden-crate.svg,wooden-crate,SCAN0039_r02_c02,SCAN0039,2,2,1
carton-box.svg,carton-box,SCAN0039_r02_c03,SCAN0039,2,3,1
can-labeled.svg,can-labeled,SCAN0039_r02_c04,SCAN0039,2,4,1
package-box-2.svg,package-box,SCAN0039_r02_c05,SCAN0039,2,5,1
ice-cube-tray.svg,ice-cube-tray,SCAN0039_r03_c01,SCAN0039,3,1,1
tied-sack.svg,tied-sack,SCAN0039_r03_c02,SCAN0039,3,2,1
bucket.svg,bucket,SCAN0039_r03_c03,SCAN0039,3,3,0
feed-bag.svg,feed-bag,SCAN0039_r03_c04,SCAN0039,3,4,1
barrel.svg,barrel,SCAN0039_r03_c05,SCAN0039,3,5,0
milk-churn.svg,milk-churn,SCAN0039_r04_c01,SCAN0039,4,1,1
drum.svg,drum,SCAN0039_r04_c02,SCAN0039,4,2,1
spouted-jug.svg,spouted-jug,SCAN0039_r04_c03,SCAN0039,4,3,1
funnel.svg,funnel,SCAN0039_r04_c04,SCAN0039,4,4,0
canister.svg,canister,SCAN0039_r04_c05,SCAN0039,4,5,1
carton-labeled.svg,carton-labeled,SCAN0039_r05_c01,SCAN0039,5,1,1
box-plain.svg,box-plain,SCAN0039_r05_c02,SCAN0039,5,2,1
gable-carton.svg,gable-carton,SCAN0039_r05_c03,SCAN0039,5,3,1
tall-carton.svg,tall-carton,SCAN0039_r05_c04,SCAN0039,5,4,1
power-drill.svg,power-drill,SCAN0039_r05_c05,SCAN0039,5,5,1
trowel.svg,trowel,SCAN0039_r06_c01,SCAN0039,6,1,0
brick.svg,brick,SCAN0039_r06_c02,SCAN0039,6,2,1
paint-can-with-brush.svg,paint-can-with-brush,SCAN0039_r06_c03,SCAN0039,6,3,0
banded-barrel.svg,banded-barrel,SCAN0039_r06_c04,SCAN0039,6,4,0
jerrican.svg,jerrican,SCAN0039_r06_c05,SCAN0039,6,5,1
wire-coil.svg,wire-coil,SCAN0041_r01_c01,SCAN0041,1,1,1
conveyor-belt.svg,conveyor-belt,SCAN0041_r01_c02,SCAN0041,1,2,1
winch-hoist.svg,winch-hoist,SCAN0041_r01_c03,SCAN0041,1,3,1
gear.svg,gear,SCAN0041_r01_c04,SCAN0041,1,4,0
gear-radial.svg,gear-radial,SCAN0041_r01_c05,SCAN0041,1,5,1
stacked-coil.svg,stacked-coil,SCAN0041_r02_c01,SCAN0041,2,1,1
stacked-cone.svg,stacked-cone,SCAN0041_r02_c02,SCAN0041,2,2,1
crossed-hammers.svg,crossed-hammers,SCAN0041_r02_c03,SCAN0041,2,3,1
microscope-2.svg,microscope-2,SCAN0041_r02_c04,SCAN0041,2,4,0
steel-beam.svg,steel-beam,SCAN0041_r02_c05,SCAN0041,2,5,1
pump-motor.svg,pump-motor,SCAN0041_r03_c01,SCAN0041,3,1,1
lamp-machine.svg,lamp-machine,SCAN0041_r03_c02,SCAN0041,3,2,1
spark-plug.svg,spark-plug,SCAN0041_r03_c03,SCAN0041,3,3,0
turbine-generator.svg,turbine-generator,SCAN0041_r03_c04,SCAN0041,3,4,1
drum-2.svg,drum-2,SCAN0041_r03_c05,SCAN0041,3,5,0
banded-drum.svg,banded-drum,SCAN0041_r04_c01,SCAN0041,4,1,1
drum-with-pestle.svg,drum-with-pestle,SCAN0041_r04_c02,SCAN0041,4,2,1
drum-with-tool.svg,drum-with-tool,SCAN0041_r04_c03,SCAN0041,4,3,1
drum-with-valve.svg,drum-with-valve,SCAN0041_r04_c04,SCAN0041,4,4,1
distillation-flask.svg,distillation-flask,SCAN0041_r04_c05,SCAN0041,4,5,1
paper-roll.svg,paper-roll,SCAN0041_r05_c01,SCAN0041,5,1,0
sawtooth-factory.svg,sawtooth-factory,SCAN0041_r05_c02,SCAN0041,5,2,1
factory-pipes.svg,factory-pipes,SCAN0041_r05_c03,SCAN0041,5,3,1
products-bottles-box.svg,products-bottles-box,SCAN0041_r05_c04,SCAN0041,5,4,1
factory-building.svg,factory-building,SCAN0041_r05_c05,SCAN0041,5,5,1
factory-long.svg,factory-long,SCAN0041_r06_c01,SCAN0041,6,1,1
factory-windows.svg,factory-windows,SCAN0041_r06_c02,SCAN0041,6,2,1
building-windows.svg,building-windows,SCAN0041_r06_c03,SCAN0041,6,3,1
building-windows-2.svg,building-windows-2,SCAN0041_r06_c04,SCAN0041,6,4,1
factory-skyline.svg,factory-skyline,SCAN0041_r06_c05,SCAN0041,6,5,1
suit-on-hanger.svg,suit-on-hanger,SCAN0037_r01_c01,SCAN0037,1,1,0
stocking.svg,stocking,SCAN0037_r01_c02,SCAN0037,1,2,1
sock.svg,sock,SCAN0037_r01_c03,SCAN0037,1,3,1
shoe.svg,shoe,SCAN0037_r01_c04,SCAN0037,1,4,0
high-heel-shoe.svg,high-heel-shoe,SCAN0037_r01_c05,SCAN0037,1,5,0
shorts-and-socks.svg,shorts-and-socks,SCAN0037_r02_c01,SCAN0037,2,1,1
handbag.svg,handbag,SCAN0037_r02_c02,SCAN0037,2,2,1
vest-suit.svg,vest-suit,SCAN0037_r02_c03,SCAN0037,2,3,0
hat-on-stand.svg,hat-on-stand,SCAN0037_r02_c04,SCAN0037,2,4,1
thimble-and-needle.svg,thimble-and-needle,SCAN0037_r02_c05,SCAN0037,2,5,0
shoe-brush.svg,shoe-brush,SCAN0037_r03_c01,SCAN0037,3,1,0
towel-roll.svg,towel-roll,SCAN0037_r03_c02,SCAN0037,3,2,1
folded-towel.svg,folded-towel,SCAN0037_r03_c03,SCAN0037,3,3,1
hairbrush.svg,hairbrush,SCAN0037_r03_c04,SCAN0037,3,4,0
crossed-combs.svg,crossed-combs,SCAN0037_r03_c05,SCAN0037,3,5,1
shaving-kit.svg,shaving-kit,SCAN0037_r04_c01,SCAN0037,4,1,1
perfume-bottle.svg,perfume-bottle,SCAN0037_r04_c02,SCAN0037,4,2,0
razor-and-brush.svg,razor-and-brush,SCAN0037_r04_c03,SCAN0037,4,3,1
shaving-cream-can.svg,shaving-cream-can,SCAN0037_r04_c04,SCAN0037,4,4,1
soap-bars.svg,soap-bars,SCAN0037_r04_c05,SCAN0037,4,5,1
smiling-mouth.svg,smiling-mouth,SCAN0037_r04_c06,SCAN0037,4,6,0
awl.svg,awl,SCAN0037_r05_c01,SCAN0037,5,1,1
matchbox.svg,matchbox,SCAN0037_r05_c02,SCAN0037,5,2,0
barber-chair.svg,barber-chair,SCAN0037_r05_c03,SCAN0037,5,3,0
table-and-chair.svg,table-and-chair,SCAN0037_r06_c01,SCAN0037,6,1,0
dresser.svg,dresser,SCAN0037_r06_c02,SCAN0037,6,2,0
clothes-brush.svg,clothes-brush,SCAN0037_r06_c03,SCAN0037,6,3,1
clothes-iron.svg,clothes-iron,SCAN0037_r06_c04,SCAN0037,6,4,0
gears-interlocking.svg,gears-interlocking,SCAN0040_r01_c01,SCAN0040,1,1,0
gear-ring.svg,gear-ring,SCAN0040_r01_c02,SCAN0040,1,2,0
gear-2.svg,gear,SCAN0040_r01_c03,SCAN0040,1,3,0
gear-2-2.svg,gear-2,SCAN0040_r01_c04,SCAN0040,1,4,0
paper-roll-2.svg,paper-roll,SCAN0040_r02_c01,SCAN0040,2,1,1
wire-mesh.svg,wire-mesh,SCAN0040_r02_c02,SCAN0040,2,2,1
ore-sack.svg,ore-sack,SCAN0040_r02_c03,SCAN0040,2,3,1
raw-material.svg,raw-material,SCAN0040_r02_c04,SCAN0040,2,4,1
hook-rod.svg,hook-rod,SCAN0040_r02_c05,SCAN0040,2,5,1
i-beam.svg,i-beam,SCAN0040_r03_c01,SCAN0040,3,1,0
bent-girder.svg,bent-girder,SCAN0040_r03_c02,SCAN0040,3,2,1
gold-ingots.svg,gold-ingots,SCAN0040_r03_c03,SCAN0040,3,3,0
metal-block.svg,metal-block,SCAN0040_r03_c04,SCAN0040,3,4,1
metal-wedge.svg,metal-wedge,SCAN0040_r03_c05,SCAN0040,3,5,1
metal-ingot.svg,metal-ingot,SCAN0040_r04_c01,SCAN0040,4,1,1
tin-and-copper.svg,tin-and-copper,SCAN0040_r04_c02,SCAN0040,4,2,0
silver-and-gold.svg,silver-and-gold,SCAN0040_r04_c03,SCAN0040,4,3,0
molten-pour.svg,molten-pour,SCAN0040_r04_c04,SCAN0040,4,4,1
material-carton.svg,material-carton,SCAN0040_r04_c05,SCAN0040,4,5,1
metal-bar.svg,metal-bar,SCAN0040_r05_c01,SCAN0040,5,1,1
ore-cart.svg,ore-cart,SCAN0040_r05_c02,SCAN0040,5,2,0
flame.svg,flame,SCAN0040_r05_c03,SCAN0040,5,3,0
cable-reel.svg,cable-reel,SCAN0040_r05_c04,SCAN0040,5,4,0
bundle-sheaf.svg,bundle-sheaf,SCAN0040_r05_c05,SCAN0040,5,5,1
iron-ore-hopper.svg,iron-ore-hopper,SCAN0040_r06_c01,SCAN0040,6,1,0
lead-ore-hopper.svg,lead-ore-hopper,SCAN0040_r06_c02,SCAN0040,6,2,0
tire.svg,tire,SCAN0040_r06_c03,SCAN0040,6,3,0
tire-2.svg,tire-2,SCAN0040_r06_c04,SCAN0040,6,4,0
wire-skein.svg,wire-skein,SCAN0040_r06_c05,SCAN0040,6,5,1
newspaper.svg,newspaper,SCAN0043_r01_c01,SCAN0043,1,1,0
newspaper-stack.svg,newspaper-stack,SCAN0043_r01_c02,SCAN0043,1,2,0
book.svg,book,SCAN0043_r01_c03,SCAN0043,1,3,0
bible.svg,bible,SCAN0043_r01_c04,SCAN0043,1,4,0
abc-book.svg,abc-book,SCAN0043_r01_c05,SCAN0043,1,5,0
quill-pen.svg,quill-pen,SCAN0043_r02_c01,SCAN0043,2,1,0
ledger.svg,ledger,SCAN0043_r02_c02,SCAN0043,2,2,1
notepad-with-pen.svg,notepad-with-pen,SCAN0043_r02_c03,SCAN0043,2,3,1
movie-camera.svg,movie-camera,SCAN0043_r02_c04,SCAN0043,2,4,0
open-letter.svg,open-letter,SCAN0043_r02_c05,SCAN0043,2,5,1
theater-facade.svg,theater-facade,SCAN0043_r03_c01,SCAN0043,3,1,1
framed-picture.svg,framed-picture,SCAN0043_r03_c02,SCAN0043,3,2,1
bandstand-radio.svg,bandstand-radio,SCAN0043_r03_c03,SCAN0043,3,3,1
film-and-scissors.svg,film-and-scissors,SCAN0043_r03_c04,SCAN0043,3,4,1
radiator-grille.svg,radiator-grille,SCAN0043_r03_c05,SCAN0043,3,5,1
dress-form.svg,dress-form,SCAN0043_r04_c01,SCAN0043,4,1,1
telephone.svg,telephone,SCAN0043_r04_c02,SCAN0043,4,2,0
bellows-camera.svg,bellows-camera,SCAN0043_r04_c03,SCAN0043,4,3,0
hand-with-ring.svg,hand-with-ring,SCAN0043_r04_c04,SCAN0043,4,4,1
ace-of-clubs.svg,ace-of-clubs,SCAN0043_r04_c05,SCAN0043,4,5,0
pen-on-paper.svg,pen-on-paper,SCAN0043_r05_c01,SCAN0043,5,1,1
head-singing.svg,head-singing,SCAN0043_r05_c02,SCAN0043,5,2,0
open-magazine.svg,open-magazine,SCAN0043_r05_c03,SCAN0043,5,3,0
bar-counter.svg,bar-counter,SCAN0043_r05_c04,SCAN0043,5,4,1
dancing-couple.svg,dancing-couple,SCAN0043_r05_c05,SCAN0043,5,5,0
applauding-crowd.svg,applauding-crowd,SCAN0043_r06_c01,SCAN0043,6,1,0
radio.svg,radio,SCAN0043_r06_c02,SCAN0043,6,2,0
car-historical.svg,car-historical,SCAN0047_r01_c01,SCAN0047,1,1,0
trowel-2.svg,trowel,SCAN0047_r01_c02,SCAN0047,1,2,0
sheep-3.svg,sheep,SCAN0047_r01_c03,SCAN0047,1,3,0
broom-2.svg,broom,SCAN0047_r01_c04,SCAN0047,1,4,0
meat.svg,meat,SCAN0047_r02_c01,SCAN0047,2,1,0
package-2.svg,package,SCAN0047_r02_c02,SCAN0047,2,2,0
jewelry.svg,jewelry,SCAN0047_r02_c03,SCAN0047,2,3,0
leather-hide.svg,leather-hide,SCAN0047_r02_c04,SCAN0047,2,4,0
pig-3.svg,pig,SCAN0047_r03_c01,SCAN0047,3,1,0
brush.svg,brush,SCAN0047_r03_c02,SCAN0047,3,2,0
milk-bottle.svg,milk-bottle,SCAN0047_r03_c03,SCAN0047,3,3,0
cloth.svg,cloth,SCAN0047_r03_c04,SCAN0047,3,4,0
ink.svg,ink,SCAN0047_r04_c01,SCAN0047,4,1,0
locomotive.svg,locomotive,SCAN0047_r04_c02,SCAN0047,4,2,0
paper.svg,paper,SCAN0047_r04_c03,SCAN0047,4,3,0
automobile-2.svg,automobile,SCAN0047_r04_c04,SCAN0047,4,4,0
ship.svg,ship,SCAN0047_r05_c01,SCAN0047,5,1,0
medicine-caduceus.svg,medicine-caduceus,SCAN0047_r05_c02,SCAN0047,5,2,0
yarn.svg,yarn,SCAN0047_r05_c03,SCAN0047,5,3,0
airplane.svg,airplane,SCAN0047_r05_c04,SCAN0047,5,4,0
pottery.svg,pottery,SCAN0047_r06_c01,SCAN0047,6,1,0
electricity.svg,electricity,SCAN0047_r06_c02,SCAN0047,6,2,0
drink.svg,drink,SCAN0047_r06_c03,SCAN0047,6,3,0
food-basket-2.svg,food-basket,SCAN0047_r06_c04,SCAN0047,6,4,0
bale.svg,bale,SCAN0048_r01_c01,SCAN0048,1,1,0
compass-dividers.svg,compass-dividers,SCAN0048_r01_c02,SCAN0048,1,2,0
extruded-metal.svg,extruded-metal,SCAN0048_r01_c03,SCAN0048,1,3,0
restaurant.svg,restaurant,SCAN0048_r01_c04,SCAN0048,1,4,0
furniture.svg,furniture,SCAN0048_r02_c01,SCAN0048,2,1,0
crate.svg,crate,SCAN0048_r02_c02,SCAN0048,2,2,0
hammer.svg,hammer,SCAN0048_r02_c03,SCAN0048,2,3,0
house.svg,house,SCAN0048_r02_c04,SCAN0048,2,4,0
tire-3.svg,tire,SCAN0048_r03_c01,SCAN0048,3,1,0
boat.svg,boat,SCAN0048_r03_c02,SCAN0048,3,2,0
glass.svg,glass,SCAN0048_r03_c03,SCAN0048,3,3,0
wheat.svg,wheat,SCAN0048_r03_c04,SCAN0048,3,4,0
undershirt.svg,undershirt,SCAN0048_r04_c01,SCAN0048,4,1,0
shoe-2.svg,shoe,SCAN0048_r04_c02,SCAN0048,4,2,0
sugar-cane-2.svg,sugar-cane,SCAN0048_r04_c03,SCAN0048,4,3,0
lumber.svg,lumber,SCAN0048_r04_c04,SCAN0048,4,4,0
machine.svg,machine,SCAN0048_r05_c01,SCAN0048,5,1,0
flour-bag.svg,flour-bag,SCAN0048_r05_c02,SCAN0048,5,2,0
metal-drum.svg,metal-drum,SCAN0048_r05_c03,SCAN0048,5,3,0
light.svg,light,SCAN0048_r05_c04,SCAN0048,5,4,0
range-stove.svg,range-stove,SCAN0048_r06_c01,SCAN0048,6,1,0
shuttle.svg,shuttle,SCAN0048_r06_c02,SCAN0048,6,2,0
anvil.svg,anvil,SCAN0048_r06_c03,SCAN0048,6,3,0
cotton.svg,cotton,SCAN0048_r06_c04,SCAN0048,6,4,0
saw.svg,saw,SCAN0049_r01_c01,SCAN0049,1,1,0
motor.svg,motor,SCAN0049_r01_c02,SCAN0049,1,2,0
pot.svg,pot,SCAN0049_r01_c03,SCAN0049,1,3,0
machine-tool.svg,machine-tool,SCAN0049_r01_c04,SCAN0049,1,4,0
bridge.svg,bridge,SCAN0049_r02_c01,SCAN0049,2,1,0
glass-2.svg,glass,SCAN0049_r02_c02,SCAN0049,2,2,0
radio-2.svg,radio,SCAN0049_r02_c03,SCAN0049,2,3,0
coffee-bean.svg,coffee-bean,SCAN0049_r02_c04,SCAN0049,2,4,0
cup.svg,cup,SCAN0049_r03_c01,SCAN0049,3,1,0
microscope-3.svg,microscope,SCAN0049_r03_c02,SCAN0049,3,2,0
skull.svg,skull,SCAN0049_r03_c03,SCAN0049,3,3,0
shoe-3.svg,shoe,SCAN0049_r03_c04,SCAN0049,3,4,0
signpost.svg,signpost,SCAN0049_r04_c01,SCAN0049,4,1,0
village.svg,village,SCAN0049_r04_c02,SCAN0049,4,2,0
i-beam-2.svg,i-beam,SCAN0049_r04_c03,SCAN0049,4,3,0
tin-can-2.svg,tin-can,SCAN0049_r04_c04,SCAN0049,4,4,0
milk-can.svg,milk-can,SCAN0049_r05_c01,SCAN0049,5,1,0
coil.svg,coil,SCAN0049_r05_c02,SCAN0049,5,2,0
